Judgment (law)	Law, Legal terms
Shadi Sadr	Women who received the International Women of Courage Award, 1974 births, Living people, Human rights activists, Lawyers, Iranian journalists, BBC 100 Women
Neurosecretion	Neuroendocrinology
Ironclad warship	Warships
Noble orchid	Orchids
Ahmad	Arabic words and phrases, Given names
Fred Tatasciore	1967 births, Living people, Actors from New York City, American stand-up comedians, American voice actors
Beata Szydło	1963 births, Living people, Prime Ministers of Poland, Polish Roman Catholics, Mayors
Nuremberg principles	Law, Legal terms, International law, Nuremberg trials
Codification (law)	Legal terms, International law
Armand (singer)	1946 births, 2015 deaths, Deaths from pneumonia, Activists, Dutch singers, People from Eindhoven
Kitanoumi Toshimitsu	1953 births, 2015 deaths, Japanese sumo wrestlers, People from Hokkaido, Deaths from multiple organ failure, Deaths from colorectal cancer
Keith Michell	1926 births, 2015 deaths, Actors from Adelaide, Australian stage actors, Australian television actors, Deaths from myocardial infarction
Allen E. Ertel	1936 births, 2015 deaths, Deaths from myocardial infarction, United States representatives from Pennsylvania, US Democratic Party politicians
A Head Full of Dreams	Coldplay albums, 2015 albums
John Langdon	1741 births, 1819 deaths, American Calvinists, Congregationalists, Deaths from pneumonia, Governors of New Hampshire, People from Portsmouth, New Hampshire, Presidents pro tempore of the United States Senate, United States senators from New Hampshire
Balakh Sher Mazari	1928 births, Living people, Prime Ministers of Pakistan
Ameen Faheem	1939 births, 2015 deaths, Deaths from leukemia, Indian politicians, Pakistani politicians, Civil servants
Tamarillo	Solanaceae
French national volleyball team	National volleyball teams, Sport in France
Great Wall	Lists, Cosmology
Cosmological principle	Cosmology
Innervisions	1973 albums, R&B albums, Soul albums, Funk albums
Lube Volleyball Club	Volleyball clubs, 1990 establishments in Europe, 1990s establishments in Italy, Sport in Italy
25 (Adele album)	2015 albums, Adele albums, Pop albums, Soul albums, R&B albums
Walter Tull	1888 births, 1918 deaths, British military personnel of World War I, English footballers, Military people killed in World War I, People from Folkestone, Sportspeople from Kent, Sportspeople from London, Tottenham Hotspur F.C. players
Westfield, Indiana	Cities in Indiana
Moheener Ghoraguli	Musical groups established in 1976, 1976 establishments in Asia, 1970s establishments in India, Musical groups disestablished in 1981, 20th century disestablishments in India, Musical groups established in 1995, 1995 establishments in Asia, 1990s establishments in India, Musical groups disestablished in 1999, 1990s disestablishments in Asia, 1980s disestablishments in Asia
Trust law	Law, Legal terms
Toulouse Business School	Education in France, Toulouse
John Bel Edwards	1966 births, Living people, Governors of Louisiana, US Democratic Party politicians
Joseph Silverstein	1932 births, 2015 deaths, American conductors, American educators, American violinists, Cardiovascular disease deaths in Massachusetts, Deaths from myocardial infarction, Musicians from Detroit, Michigan, Musicians from Boston, Massachusetts
Linda Haglund	1956 births, 2015 deaths, 1972 Summer Olympics, 1976 Summer Olympics, 1980 Summer Olympics, Cancer deaths in Sweden, Deaths from lung cancer, Sprinters, Swedish Olympians
Bob Foster	1938 births, 2015 deaths, African-American boxers, Sportspeople from Texas, Sportspeople from Albuquerque, New Mexico
Chester W. Nimitz	1885 births, 1966 deaths, Admirals, American military personnel of World War I, American military personnel of World War II, Cardiovascular disease deaths in California, Deaths from pneumonia, Deaths from stroke, Infectious disease deaths in California, Military people from Texas
Tower Commission	1986 in the United States, Presidency of Ronald Reagan
Oskar Fischer	1923 births, 2020 deaths, Czechoslovak people, Ambassadors of Germany, Government ministers of East Germany, Members of the Volkskammer, Politicians of the Socialist Unity Party of Germany
Allan MacEachen	1921 births, 2017 deaths, Canadian politicians, Civil servants, People from Nova Scotia, Deputy Prime Ministers of Canada, Members of the House of Commons of Canada
Dhawalagiri Zone	Zones of Nepal
Trentino Volleyball Club	Volleyball clubs, Trentino-Alto Adige/Südtirol, Sport in Italy, 2000 establishments in Europe, 2000s establishments in Italy
Culex	Infectious diseases, Insects
Eulerian path	Graph theory
Fulfillingness' First Finale	1974 albums, R&B albums, Soul albums, Funk albums
Songs in the Key of Life	1976 albums, R&B albums, Soul albums, Funk albums
Hohmann transfer orbit	Orbits, Spaceflight
Mauricio Macri	1959 births, Living people, Mayors, People from Buenos Aires, Presidents of Argentina
Selwa Roosevelt	1929 births, Living people, Civil servants, Politicians from Tennessee
James W. Symington	1927 births, Living people, People from Rochester, New York, Politicians from New York, United States representatives from Missouri, US Democratic Party politicians
Cavit Şadi Pehlivanoğlu	1927 births, 2015 deaths, Turkish businesspeople, Civil servants, Deaths from pneumonia, Disease-related deaths in Turkey, Turkish lawyers, Turkish politicians
Norman Tebbit	1931 births, Living people, British military people, English journalists, Former members of the British House of Commons for English constituencies, People from Middlesex, UK MPs 1970–1974, UK MPs 1974, UK MPs 1974–1979, UK MPs 1979–1983, UK MPs 1983–1987, UK MPs 1987–1992
Douglas Hurd	1930 births, Living people, Alumni of the University of Cambridge, Secretaries of State for the Home Department, Former members of the British House of Commons for English constituencies, People educated at Eton College, People from Wiltshire, UK MPs 1974, UK MPs 1974–1979, UK MPs 1979–1983, UK MPs 1983–1987, UK MPs 1987–1992, UK MPs 1992–1997
Herbert Scarf	1930 births, 2015 deaths, Deaths from heart failure, American economists, American educators, Scientists from New York City, Scientists from Philadelphia, Pennsylvania
Yoram Tsafrir	1938 births, 2015 deaths, Archaeologists, Deaths from myocardial infarction, Israeli academics, Israeli Jews, Jewish academics
Litchfield, Maine	Towns in Maine
North Pole, Idaho	Unincorporated communities in Idaho
Kostandin Shpataraku	Painters, Albanian people
Elastin	Animal tissues
Icterid	Passeri
Amanda Holden	1971 births, Living people, Actors from Hampshire, English movie actors, English singers, English stage actors, English television actors, Musicians from Hampshire, People from Portsmouth, Television personalities from Hampshire
Thoroughly Modern Millie (musical)	West End musicals, Broadway musicals, Tony Award winning musicals
Looking Back (Stevie Wonder album)	1977 albums, Greatest hits albums, R&B albums, Soul albums
Stevie Wonder's Journey through the Secret Life of Plants	1979 albums, R&B albums, Soul albums, Electronica albums
Mýa	1979 births, Living people, American R&B singers, American R&B musicians, American hip hop musicians
Mýa (album)	1998 albums, Debut albums, Hip hop soul albums, R&B albums
Moodring	2003 albums, Hip hop albums, Hip hop soul albums, R&B albums
Varduhi Varderesyan	1928 births, 2015 deaths, Armenian actors, Entertainers from Bucharest, Soviet actors
Manmeet Bhullar	1980 births, 2015 deaths, Road accident deaths, Politicians from Alberta, Civil servants, People from Calgary
Ann Njogu	Women who received the International Women of Courage Award, Activists, Kenyan people, Living people, Year of birth missing (living people)
Lee Ae-ran	1964 births, Living people, Human rights activists, People from Pyongyang, South Korean people, Women who received the International Women of Courage Award
Wasted username	Internet memes, YouTube
Chain mail	Armour
Afar Triangle	East Africa, Archaeological sites in Africa
Stabat mater	Christian hymns
Rhododendron niveum	Rhododendron, Plants of Asia
Dan Fante	1944 births, 2015 deaths, American playwrights, Cancer deaths in Los Angeles, Writers from Los Angeles, California
Carlos Oroza	1923 births, 2015 deaths, Deaths from heart failure, Galician people, Spanish poets
Heinz Oberhummer	1941 births, 2015 deaths, Austrian scientists, Deaths from pneumonia, Disease-related deaths in Austria, Austrian educators, Austrian physicists, Salzburgerland
Lennart Hellsing	1919 births, 2015 deaths, Children's writers, Deaths from pneumonia, Disease-related deaths in Sweden, Swedish writers
James Mackay, Baron Mackay of Clashfern	1927 births, Living people, People from Edinburgh
Albin Chalandon	1920 births, 2020 deaths, Civil servants, Government ministers of France, People from Auvergne-Rhône-Alpes
Robert Badinter	1928 births, Living people, French lawyers, Government ministers of France, Human rights activists, Jewish activists, Jewish French academics, Jewish French politicians, Jewish lawyers, LGBT rights activists, Politicians from Paris, Socialist Party (France) politicians
Charles Thone	1924 births, 2018 deaths, Deaths from respiratory failure, Governors of Nebraska, United States representatives from Nebraska, US Republican Party politicians
Wayanad	Districts of Kerala
Universal Children's Day	United Nations
Robert McCormick Adams, Jr.	1926 births, 2018 deaths, American educators, American anthropologists, American archaeologists, Scientists from Chicago
G. Wayne Clough	1941 births, Living people, American educators, American engineers, Scientists from Georgia (U.S. state)
Guy Lewis	1922 births, 2015 deaths, Deaths from stroke, American basketball players, Sportspeople from Texas, College basketball coaches
Tex Winter	1922 births, 2018 deaths, Deaths from stroke, Sportspeople from Texas
Johnny Bach	1924 births, 2016 deaths, Boston Celtics players, National Basketball Association coaches, Sportspeople from Brooklyn
Stevie Wonder's Original Musiquarium	1982 albums, Greatest hits albums, R&B albums, Soul albums, Funk albums
The Woman in Red (soundtrack)	1984 albums, R&B albums, Soul albums, Funk albums
Smoke detector	Security
In Square Circle	1985 albums, R&B albums, Soul albums, Funk albums
Characters (Stevie Wonder album)	1987 albums, R&B albums, Soul albums, Quiet storm albums
